X,Y,FAIRMARKETBUILDING__asmt,PROPERTYZIP__asmt,FAIRMARKETLAND__asmt,SALECODE__asmt,LEGAL1__asmt,PROPERTYFRACTION__asmt,PIN,NEIGHDESC__asmt,LOCALLAND__asmt,PROPERTYADDRESS__asmt,CLASSDESC__asmt,LEGAL2__asmt,COUNTYBUILDING__asmt,PROPERTYHOUSENUM__asmt,PROPERTYUNIT__asmt,FAIRMARKETTOTAL__asmt,LOTAREA__asmt,SALEDATE__asmt,LEGAL3__asmt,PROPERTYCITY__asmt,NEIGHCODE__asmt,LOCALTOTAL__asmt,SALEPRICE__asmt,COUNTYLAND__asmt,PROPERTYSTATE__asmt,LOCALBUILDING__asmt,USEDESC__asmt,COUNTYTOTAL__asmt,MUNIDESC__asmt
-80.0716493152074,40.4487953328777,0,15205,27700,H,3.04 A LD WINDGAP RD                           , ,0070G00250000000,12802,27700,WINDGAP AVE,RESIDENTIAL,,0,0, ,27700,132422,03-31-2016,,PITTSBURGH,12802,27700,1,27700,PA,0,VACANT LAND,27700,28th Ward - PITTSBURGH
-79.930023958718,40.3748392614179,0,15207,16500,H,LA VILLE 1ST PLAN 103 IRREG TRI LOT =          , ,0134N00095000000,13103,16500,LAVILLE AVE,RESIDENTIAL,510.19X231.51X562.83 (1.24 ALD)                ,0,0, ,16500,53579,05-25-2017,LA VILLE AVE                                   ,PITTSBURGH,13103,16500,36500,16500,PA,0,VACANT LAND,16500,31st Ward - PITTSBURGH
-79.9806092346532,40.3987206375433,0,15210,13100,9,CRAILO PLAN 192-193 IRREG LOT 182.01X149.71X350, ,0059J00020000000,12901,13100,ADALIA ST,RESIDENTIAL, RR IN ALL ADALIA ST                           ,0,0, ,13100,60418,04-14-1986,2 STY FRA HSE 345                              ,PITTSBURGH,12901,13100,14000,13100,PA,0,VACANT LAND,13100,29th Ward - PITTSBURGH
-80.0280728461019,40.4801823393383,0,15212,40700,3,6.114 A LD WOODS RUN AVE                       , ,0076B00215000000,WARD 27 - MARSHALL - SHADELAND,40700,WOODS RUN AVE,RESIDENTIAL,,0,0, ,40700,266326,12-13-1979,,PITTSBURGH,12703,40700,1,40700,PA,0,VACANT LAND,40700,27th Ward - PITTSBURGH
-80.0582513185349,40.4300324264771,0,15205,13000,9,NOBLE MANOR REV PLAN 6 IRREG LOT 440.74X238.49X, ,0039F00340000000,12801,13000,BRETT ST,RESIDENTIAL,148 HALL AVE (1.63 A)                          ,0,1860, ,13000,71003,03-05-1999,,PITTSBURGH,12801,13000,660000,13000,PA,0,VACANT LAND,13000,28th Ward - PITTSBURGH
-79.9276543232484,40.3871897316082,0,15207,5000,H,DOERR TERRACE PLAN 315 TO 326 INC LOT 718.25XAV, ,0091K00277000000,13103,5000,W CIRCLE AVE,RESIDENTIAL,G132.7X651.79 RR IN ALL GRANDVIEW AV,0,421, ,5000,91040,08-24-2016,,PITTSBURGH,13103,5000,82500,5000,PA,0,VACANT LAND,5000,31st Ward - PITTSBURGH
-80.0457158853637,40.4557809495052,0,15204,12500,GV,LOT 175X385 NAPLES ST (1.483A)                 , ,0021J00223000000,12003,12500,NAPLES AVE,RESIDENTIAL,,0,0, ,12500,64599,08-17-2018,,PITTSBURGH,12003,12500,2235,12500,PA,0,VACANT LAND,12500,20th Ward - PITTSBURGH
-79.9990034745297,40.4712796328904,0,15212,7500,4,1 7<8 A LAND NORRIS AV                         , ,0047A00002000000,WARD 26 - NORTHVIEW HEIGHTS,7500,NORSIS DR,RESIDENTIAL,,0,0, ,7500,81893,10-22-1980,,PITTSBURGH,12603,7500,1500,7500,PA,0,VACANT LAND,7500,26th Ward - PITTSBURGH
-79.9415016197435,40.3759693347835,0,15207,27500,N,4 A LAND NR BALDWIN RD                         , ,0135P00010000000,13103,27500,BALDWIN RD,RESIDENTIAL,,0,0, ,27500,174240,10-26-1978,,PITTSBURGH,13103,27500,0,27500,PA,0,VACANT LAND,27500,31st Ward - PITTSBURGH
-79.9711156870084,40.4045075756321,0,15210,23400,N,LOT = 668.07X177.15X780.82X444.50X161.50, ,0032R00200000000,BALDWIN BOROUGH,23400,BECKS RUN RD,RESIDENTIAL,,0,0, ,23400,339999,05-28-1997,,PITTSBURGH,87701,23400,8005,23400,PA,0,VACANT LAND,23400,Baldwin Boro  
-79.9272063916918,40.3854111242628,0,15207,18200,H,DOERR TERRACE PLAN 282-289 INCL LOT 514.22X150X, ,0091P00234000000,13103,18200,HOMERIDGE DR,RESIDENTIAL,447.44 RR IN ALL SOUTHVIEW AV,0,0, ,18200,72135,08-02-2007,,PITTSBURGH,13103,18200,39250,18200,PA,0,VACANT LAND,18200,31st Ward - PITTSBURGH
-79.9297296796406,40.3896921561554,0,15207,15700,9,DOERR TER PLAN 73-76 INCL LOT 200XAVG215.84X213, ,0091E00187000000,13103,15700,CANYON ST,RESIDENTIAL,.87 RR IN ALL CANYON ST                        ,0,0, ,15700,44867,07-13-1993,,PITTSBURGH,13103,15700,2380,15700,PA,0,VACANT LAND,15700,31st Ward - PITTSBURGH
-79.9306602688122,40.3876660036188,0,15207,26700,N,DOERR TERRACE PLAN 52 TO 61 INCL LOT 602.96XAVG, ,0091J00247000000,13103,26700,HIGHLAND AVE,RESIDENTIAL,298.83 X501.10 RR IN ALL HIGHLAND AVE          ,0,0, ,26700,165092,07-03-1958,,PITTSBURGH,13103,26700,0,26700,PA,0,VACANT LAND,26700,31st Ward - PITTSBURGH
-79.9176256848814,40.4170231848866,0,15217,300000,,SUMMERSET AT FRICK PARK REVISION NO 24, ,0088H00161000000,11401,300000,OLD BROWNS HILL RD,RESIDENTIAL,PARCEL 2 - REV 5 = 475.96 FRONTING WITH 37 BEARINGS,0,0, ,300000,626776,,,PITTSBURGH,11401,300000,,300000,PA,0,VACANT LAND,300000,14th Ward - PITTSBURGH
-79.9662562373837,40.4122117132574,0,15210,5000,3,5 A LAND PARKWOOD RD                           , ,0032D00280000000,11603,5000,PARKWOOD RD,RESIDENTIAL,5.5 A LAND PARKWOOD                            ,0,0, ,5000,457380,12-30-2008,GAR (2 CAR)                                    ,PITTSBURGH,11603,5000,1,5000,PA,0,VACANT LAND,5000,16th Ward - PITTSBURGH
-79.9288520618189,40.3754589473089,0,15207,30700,0,LAVILLE 1ST PLAN 102 IRREG LOT                 , ,0134N00130000000,13103,30700,LAVILLE AVE,RESIDENTIAL,579.02X536.11X199.43 LAVILLE AVE (PVT)         ,0,0, ,30700,208652,04-01-1980,,PITTSBURGH,13103,30700,5600,30700,PA,0,VACANT LAND,30700,31st Ward - PITTSBURGH
-80.0014498478682,40.4820031313132,0,15214,23000,H,WILLIAM HAZLETT PL PTS 37-51-52 TRI LOT 271.25X488.75X407.90, ,0116S00058000000,93701,23000,NORTH ST,RESIDENTIAL,,0,0, ,23000,65340,05-12-2017,,PITTSBURGH,93701,23000,138000,23000,PA,0,VACANT LAND,23000,Reserve  
-79.8875264844705,40.4777669359032,0,15206,8500,H,8 A LD BELOW LINCOLN AVE RIVERHILL ST NR ALLEGH, ,0172G00100000000,11201,8500,LINCOLN AVE,RESIDENTIAL,ENY RIVER                                      ,0,0, ,8500,348480,08-15-2018,,PITTSBURGH,11201,8500,40000,8500,PA,0,VACANT LAND,8500,12th Ward - PITTSBURGH
-79.9759578981484,40.4029530702543,0,15227,27600,3,CINDRICH SUBDIVISION, ,0059F00138000000,BALDWIN BOROUGH,27600,NORTH ST,RESIDENTIAL,LOT 2RR = 164.73 FRONTING W/ 20 TOTAL BEARINGS,0,0, ,27600,1020916,01-20-2006,,PITTSBURGH,87701,27600,0,27600,PA,0,VACANT LAND,27600,Baldwin Boro  
-79.9964282805229,40.4736984219313,0,15212,29200,9,5.447 A LD WILLIAMS RD                         , ,0078N00130000000,93702,29200,WILLIAMS RD,RESIDENTIAL,2.853 ALD WILLIAMS RD                          ,0,0, ,29200,361548,11-15-2002,,PITTSBURGH,93702,29200,175000,29200,PA,0,VACANT LAND,29200,Reserve  
-79.9035373729089,40.4705732737027,0,15206,10800,3,CICCIONE PLAN 1 IRREG LOT = 92.93X708.35X, ,0124D00259000000,11202,10800,DUNMORE ST,RESIDENTIAL,194.30 (OR 1.8195 ALD) DUNMORE ST COR,0,615, ,10800,79257,03-26-2007,NELSON ST,PITTSBURGH,11202,10800,0,10800,PA,0,VACANT LAND,10800,12th Ward - PITTSBURGH
-79.9667572856379,40.4089859822094,0,15210,32200,H,7.649 ACRES LAND PARKWOOD RD, ,0032H00100000000,11603,32200,PARKWOOD RD,RESIDENTIAL,,0,0, ,32200,333234,06-23-2016,,PITTSBURGH,11603,32200,4871026,32200,PA,0,VACANT LAND,32200,16th Ward - PITTSBURGH
-80.0101793628156,40.4097110243431,0,15226,5300,28,UN NUMBERED LOT PARCEL A LOT 525.70XAVG127.02X5, ,0034F00220000000,11902,5300,PIONEER AVE,RESIDENTIAL,02.39 PIONEER AVE,0,0, ,5300,65292,12-11-2008,UN NUMBERED LOT PARCEL B LOT 401.71XAVG139.03X4,PITTSBURGH,11902,5300,5350,5300,PA,0,VACANT LAND,5300,19th Ward - PITTSBURGH
-79.9790375198772,40.396623681233,0,15210,20700,GV,JAMES B MURRAY PLAN PT 13 IRREG TRI LOT 283.55X, ,0059N00258000000,12901,20700,MADELINE ST,RESIDENTIAL,112.53X 282.02 RR MADELINE ST COR AGNEW LN     ,0,385, ,20700,56192,08-17-2018,,PITTSBURGH,12901,20700,12047,20700,PA,0,VACANT LAND,20700,29th Ward - PITTSBURGH
-80.0404758851609,40.4293841339572,0,15220,34300,9,WABASH HEIGHTS PLAN PTS 253 TO 258 INCL LOT 195, ,0018G00045000000,12004,34300,LAMPE WAY,RESIDENTIAL,X95.95X129 RR IN ALL GREENTREE RD COR LAMPE AVE,0,0, ,34300,52098,09-19-2003,WABASH HEIGHTS PLAN PTS 261 TO 264 INCL LOT 101,PITTSBURGH,12004,34300,17000,34300,PA,0,VACANT LAND,34300,20th Ward - PITTSBURGH
-79.9329983221183,40.3796444804042,0,15207,27100,0,RISHER PLAN PT 33 IRREG LOT 297.94X451.8X72.7 R, ,0134J00015000000,13103,27100,WHEELING ST,RESIDENTIAL,R WHEELING ST 1,0,675, ,27100,168882,11-10-2005,RISHER PLAN 34 IRREG LOT 166.7X451.8X210.2 RR W,PITTSBURGH,13103,27100,14900,27100,PA,0,VACANT LAND,27100,31st Ward - PITTSBURGH
-79.9499952383726,40.4317430118609,0,15213,198900,9,PGH JUNCTION RR 4.318 ALD E SIDE OF BOUNDARY ST, ,0029H00320000000,11401,198900,BOUNDARY ST,RESIDENTIAL,N OF NIXON TO BRIDGE-WILMONT ST YARDS R/W      ,0,0, ,198900,188179,05-23-2008,,PITTSBURGH,11401,198900,1,198900,PA,0,VACANT LAND,198900,14th Ward - PITTSBURGH
-79.9352663611215,40.3824071103268,0,15207,15700,N,J M RISER ASSIGNEE PLAN 206 TRI LOT 478.07X190., ,0135D00160000000,13103,15700,KILGORE ST,RESIDENTIAL,16X481.15 KILGORE & DIVISION ST                ,0,0, ,15700,45302,01-02-1947,,PITTSBURGH,13103,15700,0,15700,PA,0,VACANT LAND,15700,31st Ward - PITTSBURGH
-79.9978313421268,40.4593913377277,0,15212,600,H,LOTS 3-11 IN UNRECORDED PLAN = 133.6X52.5X215X13X168X20.25X, ,0024E00331000000,WARD 24 - SPRING GARDEN,600,QUEEN ST,RESIDENTIAL,160X20X100,0,0, ,600,54450,02-11-2019,,PITTSBURGH,12402,600,1,600,PA,0,VACANT LAND,600,24th Ward - PITTSBURGH
-79.9289691772293,40.3837955605325,0,15207,42800,H,DOERR TERRACE PLAN 147-153 INCL LOT 350XAVG971., ,0134A00325000000,13103,42800,CIRCLE AVE,RESIDENTIAL,77 IN ALL CIRCLE AV,0,0, ,42800,340204,08-02-2007,,PITTSBURGH,13103,42800,39250,42800,PA,0,VACANT LAND,42800,31st Ward - PITTSBURGH
-79.9816991919791,40.4069411847162,0,15210,23500,N,1.5 A LD TWP RD END OF MARGARET ST             , ,0032J00085000000,83901,23500,MARGARET ST,RESIDENTIAL,,0,0, ,23500,65340,09-12-1914,,PITTSBURGH,83901,23500,0,23500,PA,0,VACANT LAND,23500,Mt. Oliver  
-79.9977207794613,40.4021533301217,0,15210,41300,H,LOT = 249.48X269.775X384.945X337.095X515.625X833.25, ,0060A00292000000,11801,41300,DANE ST,RESIDENTIAL,,0,0, ,41300,294030,05-14-2015,,PITTSBURGH,11801,41300,500000,41300,PA,0,VACANT LAND,41300,18th Ward - PITTSBURGH
-79.9244874198072,40.4167627585062,0,15217,5800,H,LOT 407XAVG122X385 RR OF SALINE ST             , ,0088K00050000000,11402,5800,SALINE ST,RESIDENTIAL,,0,0, ,5800,48744,04-04-2013,,PITTSBURGH,11402,5800,0,5800,PA,0,VACANT LAND,5800,14th Ward - PITTSBURGH
-80.0246602795045,40.4963306536929,0,15214,63100,9,PATRN EST JOHN ANDERSON PT PURPT 2 8.578 A LD P, ,0162K00115000000,94004,63100,PERRYSVILLE RD,RESIDENTIAL,ERRY VIEW AVE                                  ,0,0, ,63100,373745,05-12-1925,,PITTSBURGH,94004,63100,0,63100,PA,0,VACANT LAND,63100,Ross  
-79.9681563016446,40.4060894486069,0,15210,31200,H,1.413 A LD BECK RUN RD, ,0032S00100000000,BALDWIN BOROUGH,31200,BECKS RUN RD,RESIDENTIAL,,0,0, ,31200,61550,06-23-2016,,PITTSBURGH,87701,31200,128974,31200,PA,0,VACANT LAND,31200,Baldwin Boro  
-80.0790522345942,40.455911299002,0,15204,20400,H,BAILEY - WINDGAP PLAN OF LOTS, ,0071J00175000000,12802,20400,SUMMERDALE ST,RESIDENTIAL,LOT 2 = 314.03 FRONTING WITH 7 TOTAL BEARINGS,0,0, ,20400,52947,06-17-2019,,PITTSBURGH,12802,20400,220000,20400,PA,0,VACANT LAND,20400,28th Ward - PITTSBURGH
-79.9490230805339,40.4393737233492,0,15213,172400,9,PGH JUNCTION RR 2.424 ALD E SIDE OF BOUNDARY-  , ,0028S00250000000,PITTSBURGH URBAN,172400,BOUNDARY ST,COMMERCIAL,WILMOT ST BRIDGE TO N OF SEMPLE R/W            ,0,0, ,172400,403060,05-23-2008,PGH JUNCTION RR 5.346 ALD E SIDE OF BOUNDARY   ,PITTSBURGH,51C34,172400,1,172400,PA,0,VACANT LAND,172400,14th Ward - PITTSBURGH
-80.0486371626434,40.4427160009224,0,15220,11500,H,1.95 A LD STEUBEN ST                           , ,0019A00012000000,12802,11500,STEUBEN ST,RESIDENTIAL,,0,1328, ,11500,84942,04-04-2001,,PITTSBURGH,12802,11500,128000,11500,PA,0,VACANT LAND,11500,28th Ward - PITTSBURGH
-79.9668286418706,40.4104671707738,0,15210,19800,UR,2.5692 A LD PARKWOOD RD                        , ,0032H00028000000,11603,19800,PARKWOOD RD,RESIDENTIAL,,0,988, ,19800,111949,07-22-2010,,PITTSBURGH,11603,19800,17500,19800,PA,0,VACANT LAND,19800,16th Ward - PITTSBURGH
-79.9434405504292,40.3765642116255,0,15207,54000,4,14.83 A LD BALDWIN RD                          , ,0135P00050000000,13103,54000,BALDWIN RD,RESIDENTIAL,,0,0, ,54000,626392,12-31-1997,,PITTSBURGH,13103,54000,120000,54000,PA,0,VACANT LAND,54000,31st Ward - PITTSBURGH
-79.941036298935,40.380793890688,0,15236,48700,3,PARTN PLAN J D HAYS EST PT PURPT 16 6.05 A LD S, ,0135F00205000000,BALDWIN BOROUGH,48700,REVO RD,RESIDENTIAL,URF REVO RD                                    ,0,0, ,48700,263538,03-29-2018,,PITTSBURGH,87701,48700,1,48700,PA,0,VACANT LAND,48700,Baldwin Boro  
-79.9268674192519,40.3850070753723,0,15207,17200,H,DOERR TERRACE PLAN 275-281 INCL LOT 374.75X150X, ,0091P00310000000,13103,17200,SOUTHVIEW AVE,RESIDENTIAL,441.53 RR IN ALL SOUTHVIEW AV,0,0, ,17200,61202,08-02-2007,,PITTSBURGH,13103,17200,39250,17200,PA,0,VACANT LAND,17200,31st Ward - PITTSBURGH
-79.9503723151037,40.4370199072654,0,15213,57100,9,2.90 A LD BOUNDARY ST COR SEMPLE ST OR (LOTS 49, ,0028M00175000000,10403,57100,BOUNDARY ST,RESIDENTIAL,50 PTS 51 TO 57 INCL 58 TO 61 INCL & 61 INCL &,0,0, ,57100,126324,05-23-2008,),PITTSBURGH,10403,57100,1,57100,PA,0,VACANT LAND,57100,4th Ward - PITTSBURGH
-80.0024117399122,40.4759156347774,0,15214,3200,H,SUB DIV WM HAZLETT FARM PLAN LOT 151XAVG254.16X, ,0077M00090000000,WARD 26 - SUMMER HILL,3200,DUCO WAY,RESIDENTIAL,209.54 RR DUCO WAY                             ,0,0, ,3200,45816,10-11-2018,,PITTSBURGH,12601,3200,10000,3200,PA,0,VACANT LAND,3200,26th Ward - PITTSBURGH
-79.9343888803872,40.3787832593025,0,15207,18200,N,1.67 A LAND                                    , ,0135M00106000000,13103,18200,ORLEANS ST,RESIDENTIAL,,0,0, ,18200,72745,11-16-1956,,PITTSBURGH,13103,18200,0,18200,PA,0,VACANT LAND,18200,31st Ward - PITTSBURGH
-79.8994861880916,40.478091356215,0,15206,17800,3,1.0593 A LD WASHINGTON BLVD, ,0172E00010000000,11201,17800,WASHINGTON BLVD,RESIDENTIAL,,0,0, ,17800,46143,08-17-2004,,PITTSBURGH,11201,17800,1,17800,PA,0,VACANT LAND,17800,12th Ward - PITTSBURGH
-80.0461467619074,40.4560829692287,0,15204,12100,GV,LOT 150X400 NAPLES AVE                         , ,0021J00217000000,12003,12100,NAPLES AVE,RESIDENTIAL,,0,0, ,12100,59982,08-17-2018,,PITTSBURGH,12003,12100,2183,12100,PA,0,VACANT LAND,12100,20th Ward - PITTSBURGH
-80.0736253922556,40.4621874341139,0,15204,21100,99,3.454 A LAND WINDGAP RD                        , ,0071C00200000000,12002,21100,WINDGAP RD,RESIDENTIAL,,0,0, ,21100,150456,07-25-2011,,PITTSBURGH,12002,21100,3000,21100,PA,0,VACANT LAND,21100,20th Ward - PITTSBURGH
-80.0692268483006,40.4556808931287,0,15204,27500,21,3 A LD ISOLINE ST, ,0071M00140000000,12002,27500,ISOLINE ST,RESIDENTIAL,,0,0, ,27500,130680,05-24-2004,,PITTSBURGH,12002,27500,25000,27500,PA,0,VACANT LAND,27500,20th Ward - PITTSBURGH
-80.0393085695688,40.4079050875683,0,15216,35000,9,11.74 AC LD CARNAHAN RD                        , ,0036L00150000000,12001,35000,CARNAHAN RD,RESIDENTIAL,,0,0, ,35000,522720,01-29-1988,,PITTSBURGH,12001,35000,100000,35000,PA,0,VACANT LAND,35000,20th Ward - PITTSBURGH
-79.9997242253676,40.4802952508354,0,15212,55900,9,WM HAZLETT PLAN PT 35 IRREG LOT 52.46X330X148 R, ,0077D00182000000,93701,55900,BEECH ST,RESIDENTIAL,R BEECH ST                                     ,0,0, ,55900,236661,04-27-2016,WM HAZLETT PLAN 30 LOT 97.5XAVG443.5 BEECH ST  ,PITTSBURGH,93701,55900,14000,55900,PA,0,VACANT LAND,55900,Reserve  
-79.9872126223366,40.4230497702072,0,15203,34900,4,1.35 A LD BROSVILLE ST BET AMANDA & MONASTERY T, ,0014C00138000000,11702,34900,BROSVILLE ST,RESIDENTIAL,HRU TO REGINA                                  ,0,0, ,34900,58806,11-29-1995,,PITTSBURGH,11702,34900,113000,34900,PA,0,VACANT LAND,34900,17th Ward - PITTSBURGH
-79.8869828158808,40.473811152326,0,15235,17800,3,2.102 A LD LINCOLN THRU TO PAXICO, ,0172S00339000000,PENN HILLS TOWNSHIP,17800,LINCOLN RD,RESIDENTIAL,2 STY BRK VEN HSE #1855,0,1855, ,17800,91563,03-25-2014,,PITTSBURGH,93406,17800,0,17800,PA,0,VACANT LAND,17800,Penn Hills  
-80.0055500526403,40.4015471250832,0,15226,14400,3,BOQUET ESTATES PL PT PARCEL A LOT 166.86XAVG556, ,0061G00108000000,11903,14400,EDGEBROOK AVE,RESIDENTIAL,.50X395.93 RR EDGEBROOK AVE,0,0, ,14400,156380,12-12-2007,,PITTSBURGH,11903,14400,1,14400,PA,0,VACANT LAND,14400,19th Ward - PITTSBURGH
-80.031999854142,40.4081154349364,0,15216,20900,3,1.331 ALD BANKSVILLE RD                        , ,0035J00070000000,12002,20900,BANKSVILLE RD,RESIDENTIAL,,0,0, ,20900,57935,02-13-2017,,PITTSBURGH,12002,20900,1,20900,PA,0,VACANT LAND,20900,20th Ward - PITTSBURGH
-79.9352819897718,40.4163875109055,0,15207,49600,H,BATKO CONSOLIDATION PLAN, ,0055M00317000000,11502,49600,BLACKSTONE ST,RESIDENTIAL,LOT 1 = 206.11X191.40X193.44X42.47X25.68X264.09,0,549, ,49600,49624,08-20-2018,,PITTSBURGH,11502,49600,1,49600,PA,0,VACANT LAND,49600,15th Ward - PITTSBURGH
-80.0284308320633,40.4892844167443,0,15212,31500,2,1-1/5 A LAND TEXTOR & KLINE ST                 , ,0115B00312000000,WARD 27,31500,KARWICH AVE,RESIDENTIAL,,0,0, ,31500,65340,04-30-2009,,PITTSBURGH,12701,31500,22887,31500,PA,0,VACANT LAND,31500,27th Ward - PITTSBURGH
-80.0315611233789,40.41347417226,0,15216,30400,3,2.09 A LD, ,0035A00271000000,12001,30400,BANKSVILLE RD,RESIDENTIAL,,0,1436, ,30400,91040,01-12-2005,,PITTSBURGH,12001,30400,1,30400,PA,0,VACANT LAND,30400,20th Ward - PITTSBURGH
-79.9255548646774,40.3870385210352,0,15207,19800,H,DOERR TERRACE PLAN 343 TO 351 INCL LOT 542.05X1, ,0091P00070000000,13103,19800,SOUTHVIEW AVE,RESIDENTIAL,65X548.8 RR IN ALL SOUTHVIEW AV-RING ST,0,0, ,19800,89995,08-02-2007,,PITTSBURGH,13103,19800,39250,19800,PA,0,VACANT LAND,19800,31st Ward - PITTSBURGH
-79.9013557556152,40.4240646834403,0,15218,700,5,LOT 197.92XAVG313.35X175.52 RR WINDERMERE DR (1, ,0128S00165000000,11403,700,WINDERMERE DR,RESIDENTIAL,.43 A)                                         ,0,0, ,700,62291,04-25-1991,,PITTSBURGH,11403,700,15000,700,PA,0,VACANT LAND,700,14th Ward - PITTSBURGH
-79.9886646481163,40.4759245714001,0,15212,10500,9,PETER REISCHER PLAN 4 & 10 1 A LD SPRING GARDEN, ,0078L00212000000,WARD 26 - NORTHVIEW HEIGHTS,10500,SPRING GARDEN AVE,RESIDENTIAL, AVE                                           ,0,0, ,10500,43560,06-23-1980,,PITTSBURGH,12603,10500,584,10500,PA,0,VACANT LAND,10500,26th Ward - PITTSBURGH
-79.9002784016219,40.4703564208186,0,15206,23600,H,PLAN 162 TO 171 INC AND PTS 172-173-174 LOT 387, ,0124D00127000000,11202,23600,MISSOURI ST,RESIDENTIAL,.98XAVG847X279.91 RR IN ALL MISSOURI BET OLIVAN,0,0, ,23600,218671,11-06-2002,,PITTSBURGH,11202,23600,200000,23600,PA,0,VACANT LAND,23600,12th Ward - PITTSBURGH
-80.0143698982071,40.4601692506641,0,15214,20300,H,LOT = 35.51 X 151.57 X 15 X 238.71 X 132 X 420.19 X 92.71, ,0023A00213000000,WARD 25,20300,OHERN ST,RESIDENTIAL,,0,0, ,20300,62988,11-22-2019,,PITTSBURGH,12502,20300,510000,20300,PA,0,VACANT LAND,20300,25th Ward - PITTSBURGH
-79.9509122457652,40.4402843902231,0,15213,49600,3,LOT85.6XAVG692.07X62 RR JONCAIRE, ,0028H00252000000,10403,49600,JONCAIRE ST,RESIDENTIAL,,0,0, ,49600,51227,10-04-2017,,PITTSBURGH,10403,49600,1,49600,PA,0,VACANT LAND,49600,4th Ward - PITTSBURGH
-79.9248137262928,40.3845120393814,0,15207,19800,H,DOERR TERRACE PLAN 172-182 INCL LOT 629.88X140X, ,0134B00136000000,13103,19800,CIRCLE AVE,RESIDENTIAL,649.93 RR IN ALL CIRCLE AVE,0,0, ,19800,89734,08-02-2007,,PITTSBURGH,13103,19800,39250,19800,PA,0,VACANT LAND,19800,31st Ward - PITTSBURGH
